epoch,total_loss,discriminator_loss,generator_loss
1,11.615146040916443,7.282246470451355,4.332899570465088
2,11.392966270446777,7.139782905578613,4.253183364868164
3,11.261168599128723,6.838533163070679,4.422635436058044
4,11.226203501224518,6.769643783569336,4.456559717655182
5,11.224843323230743,6.843792021274567,4.381051301956177
6,11.240715861320496,6.775151073932648,4.465564787387848
7,11.30091905593872,6.587819695472717,4.713099360466003
8,11.176950335502625,6.408757448196411,4.768192887306213
9,11.106765866279602,6.248631179332733,4.858134686946869
10,11.154698729515076,6.088334500789642,5.066364228725433
11,11.165489077568054,5.805008769035339,5.360480308532715
12,11.09941679239273,5.739247262477875,5.360169529914856
13,11.231347620487213,6.082363665103912,5.148983955383301
14,11.58050674200058,6.439317524433136,5.141189217567444
15,11.767122685909271,6.049272835254669,5.717849850654602
16,11.538878321647644,5.629778861999512,5.909099459648132
17,11.517729103565216,5.708188712596893,5.809540390968323
18,11.75402021408081,6.382837653160095,5.371182560920715
19,12.268940210342407,6.471574425697327,5.797365784645081
20,12.178507626056671,6.042196810245514,6.136310815811157
21,12.095142185688019,6.293513119220734,5.801629066467285
22,12.247004389762878,6.691662311553955,5.555342078208923
23,12.437459170818329,6.752478301525116,5.684980869293213
24,12.183930218219757,6.068534553050995,6.115395665168762
25,11.884905397891998,5.720979392528534,6.163926005363464
26,11.905272722244263,5.847038745880127,6.058233976364136
27,12.200392544269562,5.971574366092682,6.22881817817688
28,12.30537885427475,5.78526908159256,6.52010977268219
29,12.461823284626007,5.649788916110992,6.812034368515015
30,12.414218187332153,5.2531338930130005,7.161084294319153
31,12.481243550777435,5.7148091197013855,6.76643443107605
32,12.72884663939476,5.400644034147263,7.328202605247498
33,12.705120384693146,5.032137215137482,7.672983169555664
34,12.412571549415588,4.5806626081466675,7.831908941268921
35,12.449040859937668,4.645504683256149,7.8035361766815186
36,12.980050891637802,4.331683963537216,8.648366928100586
37,12.848598390817642,3.963500291109085,8.885098099708557
38,12.640822947025299,3.8420096039772034,8.798813343048096
39,12.980447828769684,5.1855348944664,7.794912934303284
40,13.655692994594574,4.707894861698151,8.947798132896423
41,13.236691981554031,3.9415500462055206,9.29514193534851
42,12.895264089107513,3.3734557032585144,9.521808385848999
43,12.476357251405716,3.4358517229557037,9.040505528450012
44,12.774922549724579,3.9974538683891296,8.77746868133545
45,13.555788278579712,3.805870294570923,9.749917984008789
46,13.748474180698395,3.3583582043647766,10.390115976333618
47,13.69762933254242,3.0357872247695923,10.661842107772827
48,13.70943558216095,3.530306339263916,10.179129242897034
49,14.027251660823822,3.5227128863334656,10.504538774490356
50,13.58134263753891,2.898901402950287,10.682441234588623
51,13.500471025705338,2.7289632856845856,10.771507740020752
52,13.814260065555573,2.982985556125641,10.831274509429932
53,14.37294128537178,2.8278229534626007,11.54511833190918
54,14.454189017415047,2.317134812474251,12.137054204940796
55,14.62274457514286,2.009768024086952,12.612976551055908
56,14.615939110517502,1.8557250201702118,12.76021409034729
57,14.685311898589134,1.874487742781639,12.810824155807495
58,15.292195692658424,1.9125715643167496,13.379624128341675
59,16.18098010122776,1.9727167040109634,14.208263397216797
60,15.764070011675358,1.6515915170311928,14.112478494644165
61,15.683289133012295,1.4839614257216454,14.19932770729065
62,15.334407940506935,1.502843752503395,13.83156418800354
63,15.361233867704868,1.5786623135209084,13.78257155418396
64,15.402993261814117,1.6217337250709534,13.781259536743164
65,15.705220192670822,1.4341666400432587,14.271053552627563
66,15.999674685299397,1.376187451183796,14.6234872341156
67,16.060513019561768,1.3631806373596191,14.697332382202148
68,16.269341185688972,1.4246375113725662,14.844703674316406
69,16.82200724631548,1.4179182723164558,15.404088973999023
70,16.91207329183817,1.2907997742295265,15.621273517608643
71,16.938961006700993,1.2578773275017738,15.681083679199219
72,16.804226890206337,1.4183619171380997,15.385864973068237
73,16.7053651958704,1.3895538002252579,15.315811395645142
74,16.692482449114323,1.1785745397210121,15.51390790939331
75,16.721691496670246,1.1228419616818428,15.598849534988403
76,16.641323298215866,0.9824082553386688,15.658915042877197
77,16.67482975870371,1.0385501757264137,15.636279582977295
78,16.863402903079987,1.0803380608558655,15.783064842224121
79,17.664980955421925,1.0284021571278572,16.636578798294067
80,18.076472714543343,0.9649657756090164,17.111506938934326
81,18.14513846486807,0.9291233643889427,17.216015100479126
82,18.586652651429176,1.0071374326944351,17.57951521873474
83,18.635855577886105,0.9814111217856407,17.654444456100464
84,18.197362408041954,1.000124678015709,17.197237730026245
85,17.730963833630085,1.187100537121296,16.54386329650879
86,18.318682476878166,0.9669611901044846,17.35172128677368
87,18.46322138607502,0.8840640336275101,17.57915735244751
88,18.62482288107276,0.8117347024381161,17.813088178634644
89,18.362593110650778,0.8004941307008266,17.56209897994995
90,18.66262562200427,0.8010292761027813,17.86159634590149
91,19.166243188083172,0.7739845439791679,18.392258644104004
92,18.998651783913374,0.7906482629477978,18.208003520965576
93,19.216686833649874,0.7342721112072468,18.482414722442627
94,19.1051090285182,0.7878377959132195,18.31727123260498
95,19.78902592509985,0.9327544197440147,18.856271505355835
96,20.045155752450228,0.9884824641048908,19.056673288345337
97,19.359159130603075,0.810335535556078,18.548823595046997
98,19.38271862268448,0.9109960198402405,18.47172260284424
99,19.716355208307505,0.8773275651037693,18.839027643203735
100,19.790555257350206,0.6473279185593128,19.143227338790894
101,19.64676997438073,0.6367592550814152,19.010010719299316
102,19.47194179520011,0.7579761408269405,18.71396565437317
103,19.48637031391263,0.7503762133419514,18.73599410057068
104,19.863198790699244,0.727889571338892,19.13530921936035
105,19.98191286623478,0.7254922538995743,19.256420612335205
106,20.38795757293701,0.6422009468078613,19.74575662612915
107,19.87711390852928,0.6309803426265717,19.24613356590271
108,20.01789889112115,0.6270087696611881,19.39089012145996
109,20.725331846624613,0.7103593982756138,20.014972448349
110,20.958433024585247,0.727661244571209,20.230771780014038
111,20.55544275417924,0.6779198087751865,19.877522945404053
112,20.73636370524764,0.737111147493124,19.999252557754517
113,21.433096446096897,0.7299614325165749,20.703135013580322
114,21.726089425385,0.5806135609745979,21.1454758644104
115,21.602250318974257,0.6297771744430065,20.97247314453125
116,21.18362595513463,0.6028812117874622,20.580744743347168
117,20.89144743606448,0.5864938609302044,20.304953575134277
118,21.021344367414713,0.5656663812696934,20.45567798614502
119,20.753672901540995,0.5968559421598911,20.156816959381104
120,20.80065705999732,0.6679349206387997,20.13272213935852
121,21.472030945122242,0.7238987162709236,20.74813222885132
122,21.95325080677867,0.6207989864051342,21.332451820373535
123,22.111007418483496,0.7265088222920895,21.384498596191406
124,22.181383159011602,0.751657035201788,21.429726123809814
125,22.307840075343847,0.6263448856770992,21.681495189666748
