epoch,total_loss,discriminator_loss,generator_loss
1,13.996924191713333,6.761402040719986,7.235522150993347
2,14.789165169000626,4.852040320634842,9.937124848365784
3,14.799072682857513,3.9986937642097473,10.800378918647766
4,16.36630281805992,3.478440135717392,12.88786268234253
5,17.123191103339195,2.342473492026329,14.780717611312866
6,19.30183409154415,2.10382841527462,17.19800567626953
7,21.15285886079073,1.946936495602131,19.2059223651886
8,22.348263777792454,1.5628064051270485,20.785457372665405
9,28.475500375032425,1.8877165615558624,26.587783813476562
10,26.62969457358122,1.738976113498211,24.890718460083008
11,28.424691185355186,1.6164564937353134,26.808234691619873
12,28.385829463601112,1.5841841846704483,26.801645278930664
13,28.167263247072697,1.6258976235985756,26.54136562347412
14,30.201535225845873,1.5355205545201898,28.666014671325684
15,31.900587111711502,1.8355393707752228,30.06504774093628
16,32.74602987617254,1.4294333681464195,31.316596508026123
17,33.051458805799484,1.4713883101940155,31.58007049560547
18,33.02246955782175,1.341538943350315,31.680930614471436
19,30.802915558218956,1.0935435146093369,29.70937204360962
20,32.82797631248832,1.483218278735876,31.34475803375244
21,33.38792820647359,1.4703533239662647,31.917574882507324
22,30.069450840353966,1.3216991275548935,28.747751712799072
23,32.932147949934006,1.4048757255077362,31.52727222442627
24,34.37668143957853,1.5841895267367363,32.7924919128418
25,32.820554837584496,1.6264773458242416,31.194077491760254
26,33.066298715770245,1.4924251958727837,31.57387351989746
27,35.28756432980299,1.6230202242732048,33.664544105529785
28,34.167627446353436,1.6263209506869316,32.541306495666504
29,31.89041342586279,1.612991951406002,30.277421474456787
30,32.43101993948221,6.0229422226548195,26.408077716827393
31,23.576357573270798,1.7925018966197968,21.783855676651
32,25.30414678901434,1.6561627611517906,23.64798402786255
33,25.743142664432526,1.3170860409736633,24.426056623458862
34,25.195025607943535,1.4311141222715378,23.763911485671997
35,26.995032727718353,1.5139855742454529,25.4810471534729
36,27.501890048384666,1.6069334596395493,25.894956588745117
37,26.83682417497039,1.4341828785836697,25.40264129638672
38,26.114667110145092,1.6177157685160637,24.49695134162903
39,30.632262706756592,1.7156662940979004,28.91659641265869
40,28.38059525936842,1.5813012644648552,26.799293994903564
41,26.04646784067154,6.016397058963776,20.030070781707764
42,22.486059963703156,2.342501699924469,20.143558263778687
43,22.419222563505173,1.710626095533371,20.7085964679718
44,25.40431220829487,3.558430030941963,21.845882177352905
45,22.281676650047302,2.3233267068862915,19.95834994316101
46,24.17142368480563,1.724260102957487,22.447163581848145
47,23.953798465430737,1.5973140522837639,22.356484413146973
48,25.00619499385357,1.6370863169431686,23.3691086769104
49,26.687961872667074,1.8147233091294765,24.873238563537598
50,31.132435597479343,1.7974236384034157,29.335011959075928
51,30.339734561741352,1.6212768629193306,28.71845769882202
52,31.841039963066578,1.5587766841053963,30.28226327896118
53,28.694256223738194,1.4549178257584572,27.239338397979736
54,31.626616448163986,1.5064882934093475,30.12012815475464
55,32.14285181462765,1.9618639796972275,30.18098783493042
56,37.00901544094086,1.5899027585983276,35.41911268234253
57,35.292555414140224,1.5739575251936913,33.71859788894653
58,32.868558287620544,1.5308445692062378,31.337713718414307
59,32.64478533342481,1.519232202321291,31.125553131103516
60,29.313315730541945,1.336674552410841,27.976641178131104
61,32.89938531816006,1.3543208688497543,31.545064449310303
62,31.174066595733166,1.5719781443476677,29.602088451385498
63,28.932948250323534,6.420447368174791,22.512500882148743
64,21.691322065889835,1.715497948229313,19.975824117660522
65,22.520266450941563,1.8581658974289894,20.662100553512573
66,24.572242207825184,1.3192622140049934,23.25297999382019
67,25.477044694125652,1.6868964359164238,23.79014825820923
68,28.544128865003586,1.5346350371837616,27.009493827819824
69,26.850294180214405,1.6555014327168465,25.19479274749756
70,27.180356301367283,1.523270882666111,25.657085418701172
71,28.985328920185566,1.5425641611218452,27.44276475906372
72,26.960784040391445,1.5661497935652733,25.394634246826172
73,29.21460984647274,1.4024550765752792,27.81215476989746
74,30.96549367904663,1.5745000839233398,29.39099359512329
75,26.590085454285145,1.4243088439106941,25.16577661037445
76,26.240287393331528,7.390568345785141,18.849719047546387
77,23.061285838484764,1.9498852342367172,21.111400604248047
78,23.368362993001938,1.647566169500351,21.720796823501587
79,23.751215040683746,1.342048704624176,22.40916633605957
80,22.204781778156757,1.4962699487805367,20.70851182937622
81,24.668771654367447,1.2920373976230621,23.376734256744385
82,24.70699107646942,1.5710006952285767,23.135990381240845
83,26.55369871854782,5.255623996257782,21.29807472229004
84,23.90939812362194,2.6964605301618576,21.212937593460083
85,21.85778347402811,1.5820078030228615,20.27577567100525
86,21.783456549048424,2.0041799396276474,19.779276609420776
87,22.701398000121117,2.589068755507469,20.112329244613647
88,25.294870413839817,1.4224496260285378,23.87242078781128
89,24.221093140542507,1.4604973420500755,22.76059579849243
90,27.072486527264118,1.404550202190876,25.667936325073242
91,22.930060356855392,3.646132916212082,19.28392744064331
92,24.642322182655334,1.7901326417922974,22.852189540863037
93,26.68015031516552,1.623245045542717,25.056905269622803
94,24.688969815149903,1.528641426935792,23.16032838821411
95,28.24548278003931,1.5482929721474648,26.697189807891846
96,26.932698775082827,1.6467714793980122,25.285927295684814
97,28.74311277270317,1.6515991389751434,27.091513633728027
98,25.964321449398994,1.6862290650606155,24.27809238433838
99,28.15640740841627,1.4166322275996208,26.73977518081665
100,27.952141921967268,1.3111631087958813,26.640978813171387
101,30.151723746210337,1.3881315030157566,28.76359224319458
102,29.17772414162755,1.183782834559679,27.99394130706787
103,31.3015121743083,1.6186651512980461,29.682847023010254
104,30.32147190719843,1.4340240731835365,28.887447834014893
105,34.41709563136101,1.2700709998607635,33.147024631500244
106,27.94896935718134,1.3070468832738698,26.64192247390747
107,30.726266846060753,1.9962076991796494,28.730059146881104
108,27.44886675849557,1.298456583172083,26.150410175323486
109,30.300410598516464,1.6300757825374603,28.670334815979004
